customer_message,support_response,customer_tweet_id,support_tweet_id
"Thanks for the quick reply! I got it to work after un/reinstalling a few times, but I’m on MacOS High Sierra. Looks like version 1.0.68.407.g6864aaaf? I’m not sure what the initial problem was, but again, it’s working now.","Awesome! If you ever need anything else, just shout and we'll come running 🏃 /DF",2853,2852
"I've been trying to select ""no"" for this option multiple times but every time after closing the settings, it goes right back to ""minimized."" I do not want this to boot up at startup. What gives?",Hey Dylan! Can you let us know which versions of Spotify and Windows you're running? We'll see what we can suggest /RA,2855,2854
"Hey hey! Thanks for reaching out! , could you help out with Pascal's payment update?",Hey Pazcal! Could you send us a DM with your account's email address? We'll take a look backstage /MJ,2857,2856
"Booooourns. , could you please help out with this one?",Hey there! We'll get this reported. Great detective work! /MJ,2861,2860
only credit card??,Hey! The cavalry's here. Can you DM us your account's username or email address? We'll take a look under the hood /JS,2864,2863
"why is this album on Spotify if it's not playable? It would be super if was available, THIS IS #2NE1 playlist would be complete if it had all the songs from their first mini album",Hey there! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have them available again soon /MT,2869,2867
I doubt it :/ but thank you for replying!,"You're welcome. Not to worry, we'll pass on your feedback to the right team. If you ever need us again, just say the word. We're always here for you /MT",2868,2870
"every single time someone sends a Spotify link, it never works the first time. I have to A L W A Y S press the link twice for it to work 🤦🏻‍♂️🤦🏻‍♂️","Hey there! Don't worry, help's here. Can you let us know the iPhone model you're using along with its iOS and Spotify versions? We'll see what we can suggest /MT",2873,2872
I'm using my facebook account as a method to log in.,We see. Could you DM us your Facebook profile's email address? We'll help out there /CG,2875,2874
Why??,Hey! Could you DM us your account’s email address? We’ll check this out backstage /CG,2877,2876
Spotify 8.4.24.871 Android version 7.0 device: a brand new Huawei mate 9 . I will look like an ass if it's a matter of just updates😊,"Thanks. Is it happening over 3G/4G, WiFi, or both? Does logging out, fully closing the app, and restarting your device help? /KC",2934,2932
"Over all connection, I get this notification from the phone as for loving in and out I did a fresh install, no luck!",Can you DM us your account's email address? We'll check things out /KC,2933,2935
the app is killing #phone #battery fixing this problem? How is this okay. I guess you are getting the money without any complaints,"Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB",2937,2936
"this layout looks nice, but really isn’t friendly to left handed users.. my thumb isn’t long enough to hit play!","Hey! We hear you 🎧 Rest assured, your feedback will be passed on to the right folks /RH",2939,2938
"Dear how do i get my discovery playlist to stop suggesting Dutch music to me, it's been a year",Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ,2944,2943
is there anyway to move songs around so they're in my order and not the order of when I added them...if that makes sense?,Hi Thomas. It makes total sense! This link should help you sort your awesome tracks: /LS,2946,2945
"Hi. My playlists idea's status got changed + can't receive any votes. They sent me a link to a ""similar idea"", but it's closed.",Hi Daniel! Can you send us the link to the idea you posted? We'll take a look at what happened 🙂 /NH,2949,2947
Thanks. Here's the link:,2: resending your ideas and using keywords that will help your idea easier to find /RB,2948,2950
"What keywords besides ""playlist"", ""playlists"", + ""song"" would I use?","We suggest using keywords similar to those used in the suggested idea. If you need anything else, give us a shout /RB",2952,2953
I feel like my idea has similar keywords as the one I was told to go to – that's closed and can no longer be voted on.,"We hear you. Rest assured, your feedback will be passed on to the right folks /RB",2954,2955
Thanks. Here's the link:,1: Thanks! Ideas usually get closed because they're unable to garner enough votes. We suggest...,2948,2951
Thanks!,"You're welcome! If anything else comes up, we're just one tweet away. Have a 🙂 /BH",2957,2956
"I've dragged so many songs to the same playlists over + over. One of the aims of technology is to make everyday tasks easier, right? =]",Hey Daniel this sounds like a great idea! Suggest it in our Community at and get support from other users /BH,2959,2958
"Hey did you take ""You shook me all night long"" off spotify just to piss me off? Why remove the greatest song ever made?","Hey Dustin, we're sorry to hear that! Can you let us know the name of the artist of that track? We'll check it out /NS",2963,2961
AC/DC....,Thanks. Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon! /NS,2962,2964
"Well done, guys. 👍🏼","Sorry about that. We’d love to have all of their stuff available, but we have some info about content here: /JQ",2965,2966
It’s on the mobile app,Alright. Can you send us the Song Link then? Just tap the three dots &gt; Share &gt; Copy Link. We'll have a look /AG,2969,2967
My only Halloween song won’t play and I’m starting to get upset. help,"Hey there! Can you send us the Spotify URI? Just right-click the track &gt; Share &gt; URI. Also, what country is your Spotify account set to? /AG",2972,2971
Okay! I did it! Thanks,We've just sent a DM your way. Let's carry on chatting there /AN,3888,3887
What should I do in this cases? Thanks in advance! (2),Hi Nico! Can you send us a DM with your account's email address or username? We'll take a look under the hood /XF,3890,3889
And this is why I’ll love Spotify forever and why you are my favorite music platform. Thank you! 🙏🏽💯❄️,"You're welcome! If you ever need us again, just give us a shout. 🙂 /LO",3893,3892
"I dunno what system you use that decides which part of the song it gonna play- I love Spotify, but maybe a custom clip option?",This sounds like a great idea! Suggest it in our Community at and get support from other users /LO,3895,3894
what happened to the iOS tap and hold to preview a song feature? I loved it for queuing songs to a playlist.,Hey! We have more info about this here: Give us a shout if you have any questions /RH,4997,4994
"That stinks. Can you make it a feature, off by default, that I can enable?",We hear you. We can’t make any promises but we’ll pass your feedback onto the right folks /RH,4995,4998
I used to use that feature as an example of great UX. 😂🙈🙉🙊,"We understand. Don't worry, we'll let the right team know it's something you'd like to see again /NS",4999,5000
"I can't fathom why you'd get rid of such an unique, useful feature. us heavy-users feel truly alienated/betrayed. please make this right!","Hey Paula, we appreciate your feedback! Don't worry, we'll let our devs know this is something you'd like to see again /GK",4996,5001
"The truth is, although Spotify Cares, they've obviously already found the feature to not be useful to the masses. We are outliers. 😓","We're sorry if you feel that way. In any case, we appreciate your feedback on this. Feel free to tweet us if there's anything else /GK",5005,5006
Same exact issue. Sound won’t play more than 50% although i have it on full,Hey! The cavalry's here. Could you confirm the iOS and Spotify version you're using? We'll see what we can suggest /KB,5009,5007
Spotify 8.4.25.906 and iOS 11,"Got it. Is this happening on 3G/4G, WiFi, or both? Do you get the same issue when you use Spotify on other devices? /KB",5008,5010
No just on my phone since I installed iOS 11. Mostly on 3G/4g. It’s very random when it decides not to work.,"Are you getting any error messages when it happens? Is it happening when you're using earphones, or even without them? /PL",5011,5012
"Nothing, same problem seems to be happening to a lot of people.",We understand. Can you check if the steps here do the trick: /PL,5013,5014
Didn’t work,Hmm. Can you DM us your account's email address or username? We'll take a look backstage /KM,5015,5016
"BTW I have a confirmation email to say my email address was updated, then got an email to say my subscription had been cancelled?",Hey Lauren! Can you DM us your account's email address or username? We'll take a look /NS,5020,5019
They're back now. I was on my phone's 4g earlier. I don't know what happened but when I connected to my wifi it returned. Thank you though.,2: with anything else. 🙂 /LO,5023,5022
All of my songs disappeared from My Songs. They're still in the playlist but I'm not able to view them.,"Hey, help's here! Can you try logging in on another device or the web player ( Are you seeing your songs? /JP",5026,5025
the new iOS is making your app way less usable. Would fancy walking around with a boom box after this update.,Hey there! Can you tell us more about what's happening exactly? We'll see what we can suggest /AR,5029,5027
Doesn’t show in lock screen. Can’t adjust volume of phone isn’t unlocked also.,Thanks for the info. Could you try logging out &gt; restarting your device &gt; logging back in to see if it helps? Keep us posted /AR,5028,5030
Works. Blame IOS update.,"Glad to hear everything's working okay now. If there's anything else we can help you with, just give us a... 🙂 /CH",5031,5032
"can you stop spamming me with ""would you like to open Waze?"" Fuck.",Hey there! Can you let us know which device and operating system you're using? We'll see what we can suggest /NQ,5034,5033
Im paying for premium but every time i log in it keeps saying free service,Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR,6485,6484
when I watch an ad video and you say 30 mins ad free. I expect 30 mins ad free. Not 10 mins.,"Hey Terry, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /RA",6618,6615
Yes I did. The dude even said thanks for watching now enjoy your 30 mins of ad free music.,"Hmm, that's odd. We'll get this passed on to our devs so they can look into it. Give us a shout if you need anything else /RA",6616,6619
Ok! Thanks. I will let you know if it happens again. Thanks for every thing!,"You're welcome! If you ever need us again, just give us a... 🙂 /AR",6620,6621
No it didn't crash. I was cooking dinner and heard about 3 songs. Each song is about 2-3 mins. After the third song the ad played.,"Thanks for confirming! Just to check, did you definitely watch the video ad in full after hearing the offer? /RA",6617,6622
"Excuse me I have ✌🏽 songs that I never made available commercially, available on your service 🤔 who do I contact","2: mobile, can you send us the Song Link instead? Just tap the three dots &gt; Share &gt; Copy Link. We look forward to your reply /JU",7008,7007
y'all charged my account 8 times ..... uhhh,Hey there! Could you send us a DM with your account's email address? We'll take a look backstage /FR,7011,7010
Help your boy out,"Hey there! Don't worry, help's here. Can you DM us your account's email address? We'll take a look backstage /MT",8207,8205
"I can't seem to get in due to the card or payment provider, yet I checked my card and it is 100% fine. Can you please fix this?","Hi there! Can you DM us your account's email address or username, and a screenshot of the error message? We'll take a look backstage /NQ",8224,8223
is there an email i can message? Ive been trying to buy premuim for a few days but i keep getting the card bad day error.,"Hey, we can help here on Twitter! Could you send us a DM with your account's email address? We'll take a look backstage /CH",8265,8264
"add lyrics to all songs on ur app pls, apple music can do it u can too","Hey! If you’re Premium, you can connect your Spotify account to the Musixmatch mobile app to enjoy lyrics: /JS",8291,8290
so incredibly annoying that you don't work on roku 🙄,Hey Maggie! We have some info about the Spotify app on Roku here: Give us a shout if there's anything else /MT,8306,8305
Will changing my password stop this person from using my ?,Hey Richard! We’re sorry to hear that. Check out for what to do next /CH,8425,8423
I login with facebook (__email__) - but i think my email account for spotify is my old one (__email__) that is now defunct. What can I do?,We'd recommend deleting your last tweet as it contains sensitive account info. You can DM it to us instead /NY,8424,8426
Fasho thank you for the help,No worries! Just give us a shout if you need anything else. We're... /JU,8671,8670
"Thanks 4 the speedy response but I think I discovered what’s going on, does the desktop app have a way to play music from personal folders?",2: here: Let us know if you have other questions /JU,8673,8672
"Excuse me I have ✌🏽 songs that I never made available commercially, available on your service 🤔 who do I contact","1: Hi there. Don't worry, we'll look into this. Can you send us the Spotify URI? Just right-click the track &gt; Share &gt; URI. If you're on...",7008,7009
Can't access my account. Annoyed that I have to tweet to get tech support for a service I pay for 😡,Hey Alex! Can you DM us your account's email address or username? We'll take a look backstage /RH,8676,8675
I have now tried a different computer on a different network with a different browser (Edge) &amp; still can't push play.,"Hmm, that's odd. Could you DM us your account's email address? We'll take a look under the hood /KB",8678,8677
Tried an incognito Chrome window. No change. Work has blocked in Firefox,Hmm. Does logging in on a different device show the same issue? Keep us updated /PC,8682,8681
"My web player is stuck in a commercial. 'Play' isn't an option. Tried clearing cookies, etc. nothing helped. #ijustwantmusic","Hi Andrea. Don't worry, help's here. Can you tell us what device and browser you're using? We'll see what we can suggest /JU",8686,8685
not sure why the app has been slow to load and glitching music for the past couple months. Samsung galaxy s5,Hey there! Can you let us know what Android and Spotify versions you're running? We'll see what we can suggest /NS,8689,8687
Android 6.0.1 and Spotify version 8.4.25.771 armV7,Thanks for that! Can you DM us your account's email address and username? We'll take a look backstage /KL,8688,8690
"you guys trying to make it harder to load local music? ""BROWSE FOR MUSIC"" Show me the song I added instead. Don't BS users.",Hey there! Can you let us know what's happening exactly? We'd love to lend a hand /KC,8693,8691
Checked the three dots and saw the download option and then my song appeared. It works.. but it feels hidden. Thank you for your interest :),You're welcome! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /KC,8697,8698
Added! - India 😊👍🏻,"Awesome! Fingers crossed we'll be available in India soon. If there's anything else, just give us a shout /RH",8701,8699
Shout! be in India soon ..,"We hear you. Rest assured, your feedback will be passed on to the right folks /NQ",8700,8702
why aren’t you available in India..,Hey! We're launching in new countries as often as possible. Be sure to add your email at /CB,8704,8703
Help on my spotify card please,Hey Eva! We've just sent you a DM. Let's continue chatting there /NS,9356,9353
Here is this pop up that keeps coming up,"Thanks, but we'd suggest deleting your tweet as it contains some sensitive info. Can you send it via DM? Let's continue chatting there /CH",9354,9357
I'm new at this how do i DELETE and what's dm,"2: To send us a DM or Direct Message (privately), just click on this link we've attached on this tweet /CH",9358,9359
I'm new at this how do i DELETE and what's dm,"1: To delete your tweet, just tap on the icon that looks like an arrow pointing down and select Delete Tweet from the options. /CH",9358,9360
my spotify premium stopped working,Hey there! Can you DM us your account's email address? We'll take a look backstage /RB,9362,9361
When will you add an explicit filter? My kids don't want to hear those songs.,2: recommend showing your support for the idea here: /KB,9365,9363
Done - but disappointed this post has been running since 2012 and nothing has been done about it. #GiveListenersTheChoice,2: Rest assured we'll pass your feedback on to the right folks. Let us know if there's anything else we can help with /KB,9364,9366
Done - but disappointed this post has been running since 2012 and nothing has been done about it. #GiveListenersTheChoice,1: Thanks for pitching in! Our team keeps a close eye on all submissions posted on our Community page.,9364,9367
Yes the music works fine no problem. Just the lock screen functionality has completely disappeared,Can you DM us your account's email address? We'll take a look backstage /KC,9371,9369
iOS 11.0.3 and the Spotify version is 8.4.25,"Just to check, are you able to play music fine, but the lock-screen controls are unavailable? We'll keep an eye out for your reply /MU",9373,9372
I have logged in to multiple devices as well. All iPhones with iOS 11 updates. Same problem,Hmm. Could you give us the exact iOS 11 and Spotify app versions you're using? We'll see what else we can suggest /JU,9375,9374
Then after about 5 hours it glitches again,Will it be possible if you can log in to another device? Give us a shout if anything comes up /SJ,9377,9376
Yes! It is a constant problem on the iOS 11 update. Like I said I’m not the only 1 encountering the problem.,Thanks. Can you try reinstalling the app? You can find the steps for your device at Keep us posted /SJ,9380,9378
please fix ASAP I hate Apple Music I don’t want to use them 😩,"Hey, help's here! Is it still missing after logging out, restarting the app, then logging back in? Let us know how it goes /SJ",9383,9382
"Thanks. If you want to see the finest release notes known to man, check out the Argos app's release history. They add brand value!",We'll keep that in mind! Just give us a shout if you need anything else. We're... /JU,9385,9384
Love these detailed updates from / - so great to download nearly 100MB of ???? each week or two!,Hi Caspar. Thanks for bringing this up. We’re always testing things in order to improve &amp; we'll pass on your thoughts to our devs /JU,9387,9386
Stop showing me diaper ads. I don't have a baby.,Hey! Sorry about that. We'll pass the feedback on to the right people /RB,10718,10717
Hi. I can't log on to my premium account. Are there any problems at your end?,Hey there! Could you send us a DM with your account's email address? We'll take a look backstage /FR,10720,10719
And is that causing the other issue where nothing will play on sonos thru Spotify app?,Can you DM us the username or email address so we can pull up the account and take a closer look? /JU,11166,11164
They aren’t locally imported… We just imported her iTunes playlist in Spotify so it found identical songs. Is that why they are greyed out?,You're right. It's possible that some tracks from her iTunes isn't available on Spotify. This is why you can't play these tracks /JU,11169,11167
Why does it say “can’t play this right now” and why are playlist songs greyes out (originally imported from iTunes),"Hey Andy! Since Sonos streams directly from Spotify's catalog, it's not possible to play your local files. Hope this clarifies things /JP",11171,11170
"Done , thanks! ;) #launchInIndiaSoon 🤣😂🤣","You're welcome. If you have any other questions, just give us a shout. Take care! /KC",11174,11173
"Just checked , still unavailable","We haven't launched there yet, but hopefully we'll get there soon. Make sure to add your email in the link we sent earlier. Stay tuned 😁 /KC",11176,11175
Hey what about being available in India???,Hey there! We're launching regularly in countries around the world. Sign up here to be first to hear: 🙂 /KC,11178,11177
halo skrg kok udh gak ada pilihan bayar pakai pulsa ya untuk berlangganannya?,"Hey! We can help out in English via Twitter, but we also have Indonesian support via email at /JS",11712,11711
My kids wanted premium but your student deals are only for college/ uni kids. Won't you consider the younger kids that are addicted to Spotify too?,"2: You might be interested in Premium for Family. More info at Any questions, give us a shout 🙂 /KC",12073,12069
Nevermind. I just googled it 😬,No worries! You know where to find us if there's anything else you need help with. 😉 /CH,12071,12074
My kids wanted premium but your student deals are only for college/ uni kids. Won't you consider the younger kids that are addicted to Spotify too?,"1: Hey there! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see. /KC",12073,12075
web player gets broken sound in Chrome and does not work at all in Safari. Nice work.,Hey! The cavalry's here. Can you try the steps at Let us know how it goes /JS,12082,12081
can you please bring back the „touch preview“ feature??? Please? 😭🙏🏼,Hey Maria! We have more info about this here: Give us a shout if you have any questions /FR,12084,12083
I need help with my account I keep getting charged for an account that is on the free subscription but was once premium,Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ,12086,12085
Well seeing as it didn't work anyway I can't see this a bad thing. Hopefully you will get it fixed soon. Seeing as it's been &gt;6 months,"Fingers crossed that an update would be available soon. For the meantime, let us know if you have other questions /JU",12088,12087
does this work on roku yet?,"As we look to improve the overall Spotify experience, we are removing the app from Roku. There's more info here: /JU",12090,12089
. Set up family premium. put wrong address. canceled. now can't set up new account w my email address. U make me pay? Help!,"Hey Michael, help's here! Can you DM us your account's email address? We'll take a look backstage /KC",12647,12646
"My family premium account has stopped working, even though we have payed this month, it was working last week",Hey Jacob! Could you send us a DM with your account's email address? We'll take a look backstage /FR,14406,14405
yo you've uploaded the wrong song under Weezer's 'QB Blitz' 😂😂,Hi Sarah! We've just sent you a bit more info over DM. We'll carry on helping out there /JS,14941,14940
put this on spotify please,"Hey! We’d love to have all of his stuff available, but we have some info about content here: /NQ",14943,14942
"Ok, thanks.",You're welcome! Let us know if ever you need anything else 😁 /NS,14945,14944
"I tried to upgrade to premium for 6.99 and my card was charged twice, and i am not even upgraded..please advice!",Hey there! Can you DM us your account's username and email address? We'll take a look backstage /SY,15665,15664
Give me a song to jam to so I forget about my no good ex who was a selfish prick. No country though thanks💕,Hey there! Here's a whole playlist of songs we think might help: /NQ,15747,15745
You DO care 😭,We sure do. Feel free to send a tweet our way if you ever need any help with anything 🙂 /NQ,15746,15748
:(( okay. thank you anyways,No worries! Let us know if you ever need us again. We'd be... /MG,16201,16200
"hi. can you pretty, pretty please put the band ""jank"" back on spotify?",Hey Claire! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have them available again soon /MG,16203,16202
Hi. When are you guys having promo for the premium accs? Thanks :),"Hey! We don't have any info about this right now, but we'll be sure to pass on your feedback to the right folks /NQ",16206,16204
Thank you. Will keep an eye on that.,You're welcome. Let us know if you ever need us again. We'd be... /NQ,16205,16207
why has this stopped working on PS4?? Am I messing up a setting?,Hi there! What's happening exactly? Are you having issues loading the app? We'll see what we can suggest /NQ,16211,16208
I don't get it. Do you not get to pick what you listen to anymore? Is this a cult?,Hey there! Can you let us know what's happening exactly? We'll see what we can suggest /NS,16533,16531
"First it was quiet, then a ring of people closed in on me from the shadows, chanting Top 100 hits. Before I knew it, I woke in a cold sweat.","Haha, that's a good one! Let us know if you need anything else 😁 /NS",16532,16534
I uninstalled another program just to be sure it wasn't a problem with my computer but it worked fine.,Hey there! Are you able to uninstall the app after restarting your computer? We'll see what else we can suggest /NQ,16943,16941
No I can't,2: startup options here: Keep us posted /NQ,16942,16944
No I can't,"1: Can you try restarting your computer in Safe Mode with Networking, then uninstalling the app? There's more info about advanced...",16942,16945
I tried uninstalling the program in safe mode but it still doesn't work,Can you DM us your account's email address or username? We'll take a look backstage /NQ,16946,16947
your customer service is poor.... today I was advised to change the password on my hacked account ... might be a challenge don’t you think ?!,Sorry to hear you feel that way. We've just sent you more info via DM. We'll continue helping out there /LS,17067,17066
Dammit! just RickRolled us! I may have to cancel my subscription for that…,Hey Eric! Can you let us know what's happening exactly? We'll see what we can do /NS,17178,17176
No worries. It was just this that happened.,Whew! Guess that means we're meant to be... 😉 /NH,17177,17179
I have! I’m able to play the playlist on my computer but it won’t sync to my phone and this comes up when I go into the playlist on my phone,Hmm. Can you DM us your account's email address? We'll see what we can suggest /GS,17294,17293
hi I’m having problems getting local files to show in my iphone,"Hi! Just to confirm, have you followed the steps at If so, at what point did you get an issue? We'll check it /GS",17296,17295
I really hope it comes to the west soon. Thanks for answering.,"You're welcome! If you ever need help with anything else, just give us a... 🙂 /AR",17964,17963
And country is Germany but a friend mine is in the US and only sees those 2 songs as well in the latest album.,Thanks for the info. Sometimes content gets removed due to licensing issues. Hopefully we'll have all of their stuff available soon /AR,17966,17965
"Can you help me out with this, I don't know who else to contact. I really like this artist and only having 2 songs sucks.","Hey! Can you send us the Spotify URI of the artist you're referring to? Also, what country is your account set to? We'll check backstage /AR",17968,17967
"I want to change username to artist name to keep followers, playlists etc. Can this be done? Been a long time paid user.",Hey! We've just sent a DM your way. Let's carry on chatting there /NQ,18467,18466
wheres twicetagram by twice,"Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /RH",18469,18468
Ini kenapa setiap buka app mesti log-in lagi?,"Hey! We can help out in English via Twitter, but we also have Indonesian support via email at /NQ",19242,19241
hi how do I contact someone?,Hey Chloe! We just replied to your DM. We'll carry on helping out there /KC,19785,19784
I've 4gotten my email address I used&amp;the password 4my spotify account..Only have the username..How do I delete my account,"Hey there, help's here! Can you DM us your account's username? We'll see what we can suggest /MO",20087,20086
"My company want to cooprate with spotify, who can i contact with for this business thing? pls hurry up",Hi there! We've just sent you a bit more info over DM /MA,20541,20540
2 hari yang lalu saya mendapat email tsb padahal data alamat tinggal tidak ada yang diubah mohon bantuannya,"Hey there! We can help out in English via Twitter, but we also have Indonesian support via email at /MA",20794,20793
Spotify and Hulu is like the only good thing to happen this year,No worries! Feel free to give us a shout if we can help with anything else. We're always... /RS,21142,21141
but when will we be able to see how long our play queue is,Hey! We have more info about the Play Queue at Let us know if there's anything else /RC,21144,21143
Hi please see my DM :),Hey Jan! We've just sent you a bit more info over DM. We'll carry on helping out there /CP,21370,21369
Feature Request: Spotify playlists separated from personally made ones. Like does.,"Hey Kevin, we appreciate your feedback! Don't worry, we'll let our devs know this is something you'd like to see /GK",22010,22009
This is very urgent and should be fast-tracked,"Thanks Peter! We understand it's a popular idea. Rest assured, we'll pass on your feedback about this to the right team, too /T",22236,22235
"Would be very cool if under ""New Releases"" things were separated by Album vs. Single &lt;3",This sounds like a great idea! Suggest it in our Community at so it can get support from other users 💚 /RR,22239,22237
"Thanks, Spot ver-1.0.66.478.g1296534d it's on a macbook pro Yosemite ver 10.10.5.",Thanks. Could you try logging out of the app and back in again? Does it now show your New Releases? /GK,22619,22617
Still not there :(,Got it. Could you DM us your username and email address? We'll take a closer look /JQ,22618,22620
"hi, my new releases for you has vanished. pls send help!","Hey Yann, help's here! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /GK",22622,22621
"I'm quite fed up with this response ""the language of the emails we send is based on your account's country"". You've had YEARS.","Sorry you feel that way. We can’t make any promises, but your feedback has been noted and passed onto the team /MA",23256,23255
"hey, how comes no other playlist displays the same as Time Capsule? I like it!","Hey Lara, we appreciate your feedback! Don't worry, we'll let our devs know this is something you'd like to see /GK",23258,23257
"hi,can i shuffle all download music in one touch?",Hey there! Can you fire over the device and operating system you're using? We'll see what we can suggest /PL,23260,23259
", this seems miscategorized.",Hi Matt! Thanks for pointing this out; we'll get this reported. We'll be right here if you need anything else in the meantime /T,23262,23261
why can’t I ever login?,"Hey Margaret, help's here! Can you DM us your account's username and email address? We'll do some digging 🔍 /TR",23264,23263
Is the 1 month free trial offer still available?,"Hey Rue! Right now, the 30-day Premium trial is unavailable. If you haven't been on a subscription before, can you DM us your account's username and email address? We'll see what we can suggest /SY",23266,23265
"Every song, and no","Just to confirm, are you listening on PlayStation via Connect? If so, what device, operating system, and Spotify version are you using? /AY",23276,23278
"Latest version, it only freezes when I play from the side menu on my ps4",Got it. Could you send us your account's email address or username via DM? We'll take a closer look /AY,23279,23280
your app is trash on PS4. freezes everyday,Hey! Can you tell us more about what's happening? Are you getting any error messages? A screenshot of what you can see would be handy /AY,23282,23281
Splendid,"Thanks for understanding. If we can help with anything else, just give us a shout /AY",24104,24103
Hello Spotify. Where has the settings-section gone in webplayer? Is it no longer possible to scrobble to Last.fm?,"Hey Nicolai! We're afraid it's currently not possible, but we appreciate your feedback. We'll get it passed on to the right folks /AY",24106,24105
why have all my songs gone from my app and been replaced by songs I have never listened to !!!! So annoying,Hey there! Could you send us a DM with your account's email address? We'll take a look backstage /MA,24605,24604
How?,"Hey there! The Intro Offer of ₱9 for 3 months is for those who haven't had Premium before. If you haven't been on a subscription in the past, head over to to take this offer 😉 /SY",25399,25398
i’m waiting,"Hey there! We’d love to have all of Day6's stuff available, but we have some info about content here: /GK",26005,26004
Thanks for your help. Had to entirely reset my phone (it died when I logged out of Spotify) That fixed the problem though. Cheers!,We're glad it's working now. You know where to find us if you need us again /KM,26007,26006
